sira,score,tipadi,daire,esasno,esasyil,kararno,karartarihi,kaynak_arama,sinyaller,konu,metin_ozet
1442,17.5,Yargıtay,17,1492,2016,6270,2016-05-23,hamile+düşük,gebe×3 | travma×5 | cenin/düşük | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:Asliye Hukuk Mahkemesi Taraflar arasındaki tazminat davasının yapılan yargılaması sonunda; kararda yazılı nedenlerden dolayı maddi tazminat talebinin kısmen kabulüne, manevi tazminat talebinin reddine dair verilen hükmün süresi içinde davacılar vekili ve davalı vekili tarafından temyiz edi"
1443,17.5,Danıştay,10,6979,2019,766,2023-02-23,gebe+illiyet,gebe×7 | travma×2 | illiyet×4 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No: 2019/6979 KararNo: 2023/766 TEMYİZ EDEN (DAVALI): … Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri … TEMYİZ EDEN MÜDAHİL (DAVALI YANINDA): … DİĞER MÜDAHİL (DAVALI YANINDA): … VEKİLİ: Av. … KARŞI TARAF (DAVACILAR): Kendi adına asaleten …, … ve …'ya velayeten … VE"
1444,17.5,Yargıtay,8,1423,2022,1309,2024-02-14,hamile+düşük,gebe×3 | travma×50 | cenin/düşük,YARGITAY KARARI,"İNCELENEN KARARIN MAHKEMESİ:Ceza Dairesi SAYISI: 2019/1985 E., 2021/2422 K SUÇLAR: İşkence HÜKÜMLER: İstinaf başvurusunun esastan reddi, mahkûmiyet TEMYİZ EDENLER: Sanıklar müdafiileri, katılanlar vekili TEBLİĞNAME GÖRÜŞÜ: Temyiz başvurusunun esastan reddi ile hükümlerin onanması İlk Derece Mahkemes"
1445,17.5,Yargıtay,CG,415,2021,284,2024-10-09,gebe+travma,gebe×7 | travma×55 | TCK 87/88,YARGITAY KARARI,"İtirazname No: 2019/84446 KARARI VEREN YARGITAY DAİRESİ : 9. Ceza Dairesi MAHKEMESİ :Ceza Dairesi SAYISI: 787-1014 I. HUKUKÎ SÜREÇ Sanığın çocuğun nitelikli cinsel istismarı suçundan 5237 sayılı Türk Ceza Kanunu'nun 6763 sayılı Kanun ile değişiklikten önceki 103/1-a maddesi delaletiyle 103/2, 103/3-"
1446,17.5,Yargıtay,CG,226,2018,478,2022-06-23,gebe+travma,gebe×7 | travma×60 | TCK 87/88,YARGITAY KARARI,"Yargıtay Dairesi: (Kapatılan) 14. Ceza Dairesi Nitelikli cinsel saldırı suçundan sanık ... hakkında CMK’nın 223/3-d-son, TCK'nın 30 ve 54. maddeleri uyarınca ceza verilmesine yer olmadığına ve müsadereye ilişkin ... 1. Ağır Ceza Mahkemesince verilen 15.11.2012 tarihli ve 7-347 sayılı hükmün, Cumhuri"
1447,17.5,Yargıtay,CG,17,2021,162,2023-03-15,gebe+travma,gebe×7 | travma×134 | TCK 87/88,YARGITAY KARARI,"İtirazname No: 2015/267258 YARGITAY DAİRESİ : (Kapatılan) 14. Ceza Dairesi MAHKEMESİ :Ağır Ceza SAYISI: 22-132 I. HUKUKÎ SÜREÇ Sanık ...’in mağdureler ..., ..., ..., ..., ... ve ...’ya karşı kişiyi hürriyetinden yoksun kılma suçundan TCK’nın 109/2, 109/3-b, 62 ve 53. maddeleri uyarınca 6 kez 3 yıl 4"
1448,17.4,Yargıtay,9,19835,2009,46440,2011-11-29,hamile+düşük,gebe×25 | travma×4 | cenin/düşük,FESHİN GEÇERSİZLİĞİ VE İŞE İADE DAVASI - İŞÇİNİN DOĞUM İZNİNİ KULLANMASI SEBEBİYLE DAHA ALTTA TEKLİF EDİLEN GÖREVİ KABUL ETMEMESİ DOLAYISIYLA İŞ SÖZLEŞMESİNİN FESHİ - İŞVERENİN EŞİT DAVRANMA BORCUNA A,"(Avrupa Sosyal Şartı m. 8) (2709 S. K. m. 10, 55) (4857 S. K. m. 5, 18) Dava: Davacı, feshin geçersizliğine ve işe iadesine karar verilmesini istemiştir. Mahkemece, davanın reddine karar verilmiştir. Hüküm süresi içinde davacılar avukatı tarafından temyiz edilmiş olmakla, dava dosyası için Tetkik Ha"
1449,17.4,Yargıtay,9,2681,2023,4473,2023-06-21,hamile+düşük,gebe×15 | travma×4 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:Ceza Dairesi KARAR TARİHİ: 18.01.2022 SAYISI: 2022/99 E. 2022/72 K. SUÇLAR: Çocuğun nitelikli cinsel istismarı (Sanıklar hakkında ayrı ayrı) HÜKÜM: İstinaf başvurusunun esastan reddi kararı TEBLİĞNAME GÖRÜŞÜ: Kısmî ret, kısmî bozma Katılan mağdure vekilinin temyiz istemi yönünden; usûlüne "
1450,17.4,Yargıtay,11,1667,2019,8208,2019-12-16,hamile+düşük,gebe×28 | travma×4 | cenin/düşük,YARGITAY KARARI,MAHKEMESİ:TİCARET MAHKEMESİ TÜRK MİLLETİ ADINA Taraflar arasında görülen davada İstanbul Anadolu 4. Asliye Ticaret Mahkemesince verilen 16/10/2018 tarih ve 2016/793-2018/978 sayılı kararın Yargıtayca incelenmesinin davacılar vekili tarafından istenildiği ve temyiz dilekçesinin süresi içinde verildiğ
1451,17.4,Yargıtay,9,7251,2021,4350,2023-06-15,gebe+travma,gebe×18 | travma×4 | cenin/düşük,ÇOCUK DÜŞÜRTME SUÇU - SANIKLARIN AŞAMALARDAKİ SUÇU İNKARA YÖNELİK SAVUNMALARININ AKSİNİ GÖSTEREN HER TÜRLÜ ŞÜPHEDEN UZAK KESİN VE İNANDIRICI BAŞKACA BİR DELİL BULUNMADIĞI - HÜKMÜN BOZULMASI,"(5320 S. K. m. 8) (1412 S. K. m. 305, 310, 317, 321) (5271 S. K. m. 260) (5237 S. K. m. 39, 53, 99) &nbsp; Sanıklar hakkında kurulan hükümlerin; karar tarihi itibarıyla 6723 sayılı Kanun&rsquo;un 33 üncü maddesiyle değişik 5320 sayılı Kanun&rsquo;un 8 inci maddesi gereği yürürlükte bulunan 1412 sayı"
1452,17.4,A.İ.H.M.,2,27306,1995,,2005-05-31,gebe+travma,gebe×2 | travma×11 | illiyet×2 | TCK 87/88,KİŞMİR - TÜRKİYE DAVASI,"Kişmir - Türkiye Davası (Başvuru no: 27306/95) KARAR STRAZBURG 31 Mayıs 2005 Bu karar AİHS'nin 44 § 2 maddesinde belirtilen şartlarda kesinlik kazanacaktır. Ancak, şekle ilişkin değişiklik yapılabilir. Kişmir/Türkiye Davasında, Avrupa İnsan Hakları Mahkemesi (İkinci Daire), J.-P. COSTA, Başkan, A.B."
1453,17.4,Danıştay,15,1669,2015,1585,2016-03-10,hamile+düşük,gebe×4 | travma×9 | cenin/düşük,TAZMİNAT DAVASI - TAM YARGI DAVALARINDA DAVA DİLEKÇESİNDEKİ MİKTARIN ARTIRIMINA OLANAK TANIYAN DÜZENLEME - HÜKMÜN BOZULMASI GEREĞİ,"(AİHS. m. 6) (2577 S. K. m. 16, 49) İstemin Özeti: Van 1.İdare Mahkemesi'nin 15/10/2014 tarih ve E:2009/1530; K:2014/1893 sayılı kararının, hukuka uygun olmadığı ileri sürülerek temyizen incelenerek bozulması istenilmektedir. Savunmanın Özeti: Savunma verilmemiştir. Düşüncesi: Avrupa İnsan Hakları M"
1454,17.4,Yargıtay,2,2370,2023,468,2024-01-24,hamile+düşük,gebe×4 | travma×9 | cenin/düşük,YARGITAY KARARI,"... MAHKEMESİ: Konya Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2022/219 E., 2023/83 K. DAVA TARİHİ: 29.11.2019- 31.12.2019 KARAR: İstinaf başvurusunun kısmen kabulü ile yeniden esas hakkında karar İLK DERECE MAHKEMESİ: Konya 3. Aile Mahkemesi SAYISI: 2019/1633 E., 2021/1520 K. Taraflar arasınd"
1455,17.4,Yargıtay,CG,455,2019,319,2022-05-10,gebe+travma,gebe×2 | travma×61 | illiyet×2 | TCK 87/88,YARGITAY KARARI,"Yargıtay Dairesi: 1. Ceza Dairesi Sanık ...'nin töre saikiyle yakın akrabayı kasten öldürme suçundan TCK'nın 84/4. maddesi delaletiyle aynı Kanun'un 82/1-d, k ve 53. maddeleri uyarınca ağırlaştırılmış müebbet hapis cezası ile cezalandırılmasına ve hak yoksunluğuna ilişkin ...Ağır Ceza Mahkemesince v"
1456,17.4,Danıştay,10,6077,2021,1637,2025-03-17,hamile+düşük,gebe×40 | travma×2 | illiyet×1 | cenin/düşük,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2021/6077 KararNo : 2025/1637 TEMYİZ EDEN (DAVACILAR): Kendi adlarına asaleten ...'a velayeten ... ve ... VEKİLİ: Av. ... KARŞI TARAF (DAVALI): ... Bakanlığı VEKİLİ: Av. ... MÜDAHİL (DAVALI YANINDA): ... VEKİLİ: Av. ... İSTEMİN_KONUSU: ... Bölge İdare Mahk
1457,17.4,Yargıtay,4,17412,2011,6986,2013-03-12,hamile+düşük,gebe×21 | travma×4 | cenin/düşük,GÖREVİ KÖTÜYE KULLANMA SUÇU - DOĞUM İÇİN GEREKEN TIBBİ MÜDAHALEDE GEÇ KALINMASININ ANNENİN SAĞLIĞINI OLUMSUZ ETKİLEMESİ - CENİNİN ANA KARNINDA ÖLÜMÜNE NEDEN OLUNMASI FİİLLERİNİN HUKUKİ ANLAMDA DÜŞÜK O,"(5237 S. K. m. 89, 257) Dava: Yerel Mahkemece verilen hüküm temyiz edilmekle, başvurunun süresi ve kararın niteliği ile suç tarihine göre dosya görüşüldü: Karar: Temyiz isteğinin reddi nedenleri bulunmadığından işin esasına geçildi. Vicdani kanının oluştuğu duruşma sürecini yansıtan tutanaklar belge"
1458,17.4,Yargıtay,CG,613,2022,43,2025-02-05,gebe+travma,gebe×2 | travma×16 | illiyet×2 | TCK 87/88,YARGITAY KARARI,"KARARI VEREN YARGITAY DAİRESİ : 1. Ceza Dairesi MAHKEMESİ :Ağır Ceza SAYISI : 191-484 I. HUKUKÎ SÜREÇ Sanık ...’ın maktul ...’ya yönelik tasarlayarak ve töre saiki ile kasten öldürme suçuna azmettirmeden 5237 sayılı Türk Ceza Kanunu’nun 38, 82/1-a-k, 62, 53. maddeleri uyarınca müebbet hapis cezası i"
1459,17.3,A.İ.H.M.,A.İ.H.M.,44774,1998,,2004-06-29,gebe+travma,gebe×3 | travma×3 | illiyet×5 | TCK 87/88,LEYLA ŞAHİN - TÜRKİYE BAŞVURUSU,"(AİHS. m. 8, 9, 10, 14, 25, 27, 44, I NOLU PROTOKOL, 11 NOLU PROTOKOL) (2709 S. K. m. 1, 2, 3, 4, 10, 14, 24, 174) (743 S. K. m. 17) (491 S. K. m. 10) (2547 S. K. m. 13) (Başvuru no. 44774/98) KARAR STRASBOURG 29 Haziran 2004 Bu karar Sözleşmenin 44/2. maddesinde öngörülen koşullar çerçevesinde kesi"
1460,17.3,Yargıtay,2,6104,2023,4568,2023-10-05,hamile+düşük,gebe×3 | travma×3 | cenin/düşük | aile içi,YARGITAY KARARI,"MAHKEMESİ: Erzurum Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2023/3 E., 2023/731 K. KARAR: Kısmen ret İLK DERECE MAHKEMESİ: Patnos 1. Asliye Hukuk (Aile) Mahkemesi SAYISI: 2017/78 E., 2019/67 K. Taraflar arasında İlk Derece Mahkemesinde görülen ve istinaf incelemesinden geçen karşılıklı boşanm"
1461,17.3,Yargıtay,4,5566,2022,12812,2023-11-29,gebe+travma,gebe×1 | travma×5 | illiyet×9 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:Ticaret Mahkemesi SAYISI: 2022/206 Değişik İş, 2022/208 Karar HÜKÜM/KARAR: İtirazın Reddine Taraflar arasındaki sigorta tahkim yargılaması sonunda Uyuşmazlık Hakem Heyetince davanın kabulüne karar verilmiştir. Karara davalı vekili tarafından itiraz edilmesi üzerine, İtiraz Hakem Heyetince "
1462,17.3,Askeri Yargıtay,2,1,2006,1,2006-01-18,gebe+illiyet,gebe×1 | travma×18 | illiyet×9,ASTA MÜESSİR FİİL VE KASTEN ÖLDÜRMEYE TEŞEBBÜS SUÇU - TARTIŞMANIN GECE EĞİTİMİ YOKLAMASINDAN KAYNAKLANDIĞI - SANIĞIN MAĞDURUN GÖĞSÜNE TORNAVİDA İLE VURMASI - HAKSIZ TAHRİK HUSUSUNUN DEĞERLENDİRİLMESİ,"(1632 S. K. m. 30, 117) (765 S. K. m. 46, 47, 48, 59) (647 S. K. m. 4, 6) (5237 S. K. m. 35, 45, 52, 53, 54, 62, 81) (353 S. K. m. 218, 220, 251) (5252 S. K. m. 5, 9) Ast'a müessir fiil ve kasten öldürmeye teşebbüs suçundan sanık Mu.Astsb.Birol ÖKSÜZ hakkında 7'nci Kolordu Komutanlığı Askeri Mahkeme"
1463,17.3,Yargıtay,2,329,2024,8075,2024-10-31,hamile+düşük,gebe×5 | travma×4 | illiyet×2 | cenin/düşük,YARGITAY KARARI,"İNCELENEN KARARIN MAHKEMESİ: Konya Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2022/1431 E., 2023/2498 K. KARAR: Başvurunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: Konya 6. Aile Mahkemesi SAYISI: 2020/478 E., 2022/133 K. Taraflar arasındaki karşılıklı boşanma da"
1464,17.3,Yargıtay,1,13335,2022,2153,2024-03-28,gebe+illiyet,gebe×3 | travma×5 | illiyet×4 | TCK 87/88,YARGITAY KARARI,"MAHKEMESİ:Ceza Dairesi SAYISI: 2021/3303 E., 2022/808 K. SUÇ: Neticesi sebebiyle ağırlaşmış yaralama HÜKÜM: Mahkûmiyet TEMYİZ EDENLER: Katılan ... vekili, sanık müdafii TEBLİĞNAME GÖRÜŞÜ: Temyiz istemlerinin esastan reddi ile hükmün onanması İlk Derece Mahkemesince kurulan hükme yönelik istinaf ince"
1465,17.3,Yargıtay,4,906,1981,2634,1981-03-05,gebe+illiyet,gebe×1 | travma×3 | illiyet×29 | trafik/iş kaz,TAZMİNAT DAVASI - TRAFİK KAZASINDAN DOĞAN ÖLÜM TAZMİNATI - NEDENSELLİK BAĞI - ÖLEN DESTEĞİN TORUNUNA BAKMAKLA YÜKÜMLÜ OLMADIĞI - ÖLENİN SAĞLIĞINDAN YASACA TALEP EDEMEYECEK OLAN BİR KARŞILIĞIN DESTEK Z,"(818 S. K. m. 45, 62) (743 S. K. m. 315) Dava: Taraflar arasındaki trafik kazasından doğma ölüm tazminatı davası nedeniyle yapılan yargılama sonunda, ilamda yazılı nedenlerden dolayı 86573 lira 75 kuruşun faiziyle birlikte ve kararda gösterilen şekilde davalıdan alınarak davacılara ödenmesine ilişki"
1466,17.2,Danıştay,1,675,2018,526,2018-04-10,gebe+illiyet,gebe×8 | travma×2 | illiyet×13,MENİ MUHAKEME DAVASI - ŞÜPHELİ HEMŞİRELERİN HANGİ EYLEMLERİ NEDENİYLE İSNAT EDİLEN SUÇLARLA İLLİYET BAĞLARI OLDUĞUNUN AÇIKLIĞA KAVUŞTURULMASI SURETİYLE YENİDEN SORUŞTURMA YAPILARAK USULÜNE UYGUN SORUŞ,"(2547 S. K. m. 53) (5271 S. K. m. 233) &nbsp; Fırat Üniversitesi Rektörlüğünün 7.3.2018 tarih ve E.73546 sayılı yazısı ekinde gönderilen soruşturma dosyası ve yukarıda belirtilen Kurul kararı, Tetkik Hakimi &hellip;.&#39;in açıklamaları dinlenildikten sonra, 2547 sayılı Yükseköğretim Kanununun 53 ün"
1467,17.2,Yargıtay,22,35120,2015,19675,2018-09-24,hamile+düşük,gebe×6 | travma×7 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Taraflar arasında görülen dava sonucunda verilen kararın, temyizen incelenmesi davacı vekili tarafından istenilmekle, temyiz talebinin süresinde olduğu anlaşıldı. Dava dosyası için Tetkik Hakimi ... tarafından düzenlenen rapor dinlendikten sonra dosya incelendi, gereği konuşul"
1468,17.2,Anayasa,2,37198,2018,,2022-07-27,gebe+travma,gebe×4 | travma×34 | illiyet×1 | TCK 87/88,ANAYASA MAHKEMESİNİN 27/7/2022 TARİHLİ VE 2018/37198 SAYILI KARARI (BİREYSEL BAŞVURU),"(Çocuk Hakları Sözleşmesi m. 3) (2709 S. K. m. 17) (5237 S. K. m. 86, 94, 279) (5271 S. K. m. 161, 231) (6216 S. K. m. 46, 50) (ANY. MAH. 18.09.2013 T. 2012/969 E.) (ANY. MAH. 09.01.2014 T. 2013/1977 E.) (ANY. MAH. 17.07.2014 T. 2013/293 E.) (ANY. MAH. 29.12.2011 T. 2010/104 E. 2011/180 K.) (ANY. MA"
1469,17.2,Yargıtay,2,1737,2023,5296,2023-11-08,hamile+düşük,gebe×6 | travma×7 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: İstanbul Bölge Adliye Mahkemesi 38. Hukuk Dairesi SAYISI: 2020/722 E., 2022/2132 K. KARAR: İstinaf başvurusunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: Küçükçekmece 4. Aile Mahkemesi SAYISI: 2017/631 E., 2019/798 K. Taraflar arasındaki davacı kadın tarafı"
1470,17.2,Yargıtay,CG,502,2019,144,2023-03-08,gebe+travma,gebe×4 | travma×68 | illiyet×1 | TCK 87/88,YARGITAY KARARI,"YARGITAY DAİRESİ : (Kapatılan) 14. Ceza Dairesi MAHKEMESİ :Ağır Ceza SAYISI : 53-4 I. HUKUKÎ SÜREÇ Sanık ...’nun çocuğun basit cinsel istismarı suçundan 5237 sayılı Türk Ceza Kanunu'nun 103/1-b maddesi delaletiyle 103/1-1. cümle, 62, 53 ve 63. maddeleri uyarınca 6 yıl 8 ay; kişiyi hürriyetinden yoks"
1471,17.2,Yargıtay,CG,291,2018,380,2018-09-27,gebe+travma,gebe×4 | travma×47 | illiyet×1 | TCK 87/88,YARGITAY KARARI,"Kararı Veren Yargıtay Dairesi: 1. Ceza Dairesi Mahkemesi:Ağır Ceza Sayısı: 3-53 Kasten öldürme suçundan sanık ...'ın TCK'nın 81/1, 29/1, 62/1, 53/1, 54 ve 63. maddeleri uyarınca 15 yıl hapis cezası ile cezalandırılmasına, hak yoksunluğuna, müsadereye ve mahsuba ilişkin Zile Ağır Ceza Mahkemesince ve"
1472,17.2,Yargıtay,2,9700,2023,6245,2024-09-23,hamile+düşük,gebe×6 | travma×7 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Sakarya Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2022/1154 E., 2023/1531 K. KARAR: İstinaf başvurusunun esastan reddi İLK DERECE MAHKEMESİ: Düzce 1. Aile Mahkemesi SAYISI: 2020/408 E., 2022/218 K. Taraflar arasındaki boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Ma"
1473,17.2,Yargıtay,2,8798,2023,5251,2024-07-02,hamile+düşük,gebe×6 | travma×3 | illiyet×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Ankara Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2022/1026 E., 2023/1222 K. KARAR: Esastan ret İLK DERECE MAHKEMESİ: Eskişehir 2. Aile Mahkemesi SAYISI: 2021/79 E., 2022/295 K. Taraflar arasındaki boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davanın ka"
1474,17.2,Yargıtay,3,6491,2020,8196,2021-09-13,gebe+illiyet,gebe×13 | travma×1 | illiyet×3 | TCK 87/88,YARGITAY KARARI,"MAHKEMESİ:ASLİYE HUKUK MAHKEMESİ Taraflar arasındaki tazminat davasının mahkemece yapılan yargılaması sonucunda, davanın kısmen kabulüne yönelik olarak verilen hükmün, süresi içinde davalılardan ... vekili tarafından temyiz edilmesi üzerine; temyiz dilekçesinin kabulüne karar verildikten sonra, dosy"
1475,17.2,Yargıtay,12,886,2025,5023,2025-05-28,gebe+illiyet,gebe×4 | travma×3 | illiyet×2 | TCK 87/88 | trafik/iş kaz,TAKSİRLE ÖLDÜRME SUÇU - SANIĞIN ASLİ KUSURLU EYLEMİ NETİCESİNDE ÜÇ KİŞİNİN ÖLÜMÜNE NEDEN OLDUĞU OLAYDA MAHKEMECE TAYİN EDİLEN TEMEL CEZA MİKTARINDA İSABETSİZLİK BULUNMADIĞI - HÜKMÜN BOZULMASI,"(5271 S. K. m. 260, 286, 288, 289, 294, 298, 302, 309) (5237 S. K. m. 22, 43, 52, 54, 62, 66, 85) &nbsp; Sanık müdafinin temyiz istemi yönünden; sanık müdafii tarafından kanunî süresi içinde 02.01.2025 tarihli dilekçe ile hükmün temyiz edilmesinden sonra sanığın, 14.04.2025, 19.02.2025 ve 17.01.2025"
1476,17.1,Yargıtay,3,9395,2016,3090,2017-03-21,gebe+illiyet,gebe×5 | travma×3 | illiyet×4 | TCK 87/88,YARGITAY KARARI,"MAHKEMESİ :Asliye Ceza Mahkemesi HÜKÜM: Sanığın mahkumiyetine dair Mahalli mahkemece verilen hüküm temyiz edilmekle evrak okunarak; Gereği görüşülüp düşünüldü; Yerinde görülmeyen diğer temyiz itirazlarının reddine, ancak; 1)Sanığın hamile olan mağdur eşini kasten yaralaması ile mağdur eşin sancıları"
1477,17.1,Danıştay,VD,155,2025,1037,2025-12-03,gebe+illiyet,gebe×1 | travma×5 | illiyet×3 | cenin/düşük,DANIŞTAY KARARI,T.C. D A N I Ş T A Y VERGİ DAVA DAİRELERİ KURULU EsasNo : 2025/155 KararNo : 2025/1037 TEMYİZ EDEN (DAVALI): ... Defterdarlığı - ... (... Vergi Dairesi Müdürlüğü) VEKİLİ: Av. ... KARŞI TARAF (DAVACI): ... VEKİLİ: Av. ... İSTEMİNKONUSU:... Bölge İdare Mahkemesi ... Vergi Dava Dairesinin ... tarih ve 
1478,17,Yargıtay,12,373,2021,1080,2023-04-04,gebe+travma,gebe×2 | travma×33 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:Asliye Ceza Mahkemesi Sanıklar hakkında kurulan hükümlerin; karar tarihi itibarıyla 6723 sayılı Kanun’un 33 üncü maddesiyle değişik 5320 sayılı Kanun’un 8 inci maddesi gereği yürürlükte bulunan 1412 sayılı Ceza Muhakemeleri Usulü Kanunu’nun (1412 sayılı Kanun) 305 inci maddesi gereği temyi"
1479,17,Yargıtay,1,278,2009,191,2011-01-26,gebe+travma,gebe×11 | travma×16 | künt/batın,YARGITAY KARARI,TEBLİĞNAME : 1-B/08/251526 MAHKEMESİ :İSTANBUL Yedinci Ağır Ceza Mahkemes TARİHİ VE NO :25/06/2008 gün ve 110/175 SUÇ :Yeni doğmuş bebeğini öldürmek Yeni doğmuş erkek bebeğini öldürmekten sanık F.. K..'ın yapılan yargılanması sonunda: hükümlülüğüne ilişkin (İSTANBUL) Yedinci Ağır Ceza Mahkemesinden 
1480,17,Yargıtay,9,30301,2015,10277,2016-04-25,hamile+düşük,gebe×2 | travma×5 | cenin/düşük | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ:İŞ MAHKEMESİ DAVA: Davacı, feshin geçersizliğine, işe iadesine ve yasal sonuçlarına hükmedilmesine karar verilmesini istemiştir. Yerel mahkemece, davanın kabulüne karar verilmiştir. Hüküm süresi içinde davalı avukatı tarafından temyiz edilmiş olmakla, dava dosyası için Tetkik Hakimi tarafı"
1481,17,Yargıtay,2,10012,2023,6956,2024-10-07,hamile+düşük,gebe×2 | travma×8 | illiyet×1 | cenin/düşük,YARGITAY KARARI,"İNCELENEN KARARIN MAHKEMESİ: Kayseri Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2023/1801 E., 2023/1821 K. KARAR: İstinaf başvurusunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: Sarıkaya Asliye Hukuk (Aile) Mahkemesi SAYISI: 2022/55 E., 2023/91 K. Taraflar arasınd"
1482,17,Yargıtay,CG,445,2019,249,2021-06-02,gebe+travma,gebe×2 | travma×18 | cenin/düşük,YARGITAY KARARI,"Kararı Veren Yargıtay Dairesi: 14. Ceza Dairesi Mahkemesi:Ceza Dairesi Çocuğun basit cinsel istismarı suçundan sanık ...’ın TCK’nın 103/1-1.cümle, 103/3-c, 43/1, 62, 53 ve 63. maddeleri uyarınca 12 yıl 6 ay hapis cezası ile cezalandırılmasına, hak yoksunluğuna ve mahsuba ilişkin Ankara 7. Ağır Ceza "
1483,17,Yargıtay,4,6398,2022,9797,2025-06-23,gebe+illiyet,gebe×11 | travma×3 | illiyet×6 | trafik/iş kaz,YARGITAY KARARI,"MAHKEMESİ: Sakarya Bölge Adliye Mahkemesi 3. Hukuk Dairesi SAYISI: 2021/782 E., 2022/415 K. İLK DERECE MAHKEMESİ: Kocaeli 2. Asliye Ticaret Mahkemesi SAYISI: 2017/1185 E., 2020/383 K. Bölge Adliye Mahkemesi kararı davalı ... vekili tarafından temyiz edilmekle; kesinlik, süre, temyiz şartı ve diğer u"
1484,17,Yargıtay,2,3291,2023,390,2024-01-23,hamile+düşük,gebe×2 | travma×13 | cenin/düşük,YARGITAY KARARI,"... MAHKEMESİ: Diyarbakır Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2022/571 E., 2023/164 K. DAVA TARİHİ: 11.03.2020 KARAR: Başvurunun kısmen kabulü ile yeniden esas hakkında hüküm tesisi İLK DERECE MAHKEMESİ: İdil Asliye Hukuk (Aile) Mahkemesi SAYISI: 2020/367 E., 2022/5 K. Taraflar arasındak"
1485,17,Yargıtay,2,9304,2023,6579,2024-09-30,hamile+düşük,gebe×2 | travma×8 | illiyet×1 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Ankara Bölge Adliye Mahkemesi 1. Hukuk Dairesi SAYISI: 2022/1478 E., 2023/1512 K. KARAR: Esastan ret İLK DERECE MAHKEMESİ: Ankara 11. Aile Mahkemesi SAYISI: 2019/780 E., 2022/399 K. Taraflar arasındaki boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davanın kab"
1486,17,Yargıtay,9,5147,2015,20518,2016-11-21,hamile+düşük,gebe×2 | travma×11 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: İŞ MAHKEMESİ DAVA: Davacı, kıdem tazminatı, ihbar tazminatı ile fazla mesai ücreti, yıllık izin ücreti, ulusal bayram ve genel tatil ücreti, ücret alacağının faizi ile birlikte ödetilmesine karar verilmesini istemiştir. Yerel mahkemece, davanın kısmen kabulüne karar verilmiştir. Hüküm sür"
1487,17,Yargıtay,CG,257,2020,652,2022-10-20,gebe+travma,gebe×6 | travma×30 | TCK 87/88,YARGITAY KARARI,"Mahkemesi:Ağır Ceza Beden veya ruh sağlığını bozacak şekilde çocuğun nitelikli cinsel istismarı suçundan suça sürüklenen çocuk ...’nın TCK'nın 103/2, 103/6, 31/3, 62, 53 ve 63. maddeleri uyarınca 8 yıl 4 ay hapis cezasıyla cezalandırılmasına, hak yoksunluğuna ve mahsuba ilişkin ... 1. Ağır Ceza Mahk"
1488,17,Yargıtay,11,6485,2022,1040,2023-02-22,gebe+travma,gebe×48 | travma×4 | illiyet×8,TAZMİNAT DAVASI - MAHKEMECE İSPAT YÜKÜNÜN DAVALIDA OLDUĞU NAZARA ALINIP UZMAN BİLİRKİŞİ RAPORU ALINARAK VARILACAK SONUCA GÖRE KARAR VERİLMESİ GEREKİRKEN EKSİK İNCELEMEYE DAYALI KARAR VERİLMESİNİN DOĞR,"(6100 S. K. m. 369, 370, 371) (6098 S. K. m. 502, 510) &nbsp; Taraflar arasındaki maddi-manevi tazminat davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davanın kabulüne karar verilmiştir. &nbsp; Kararın davalı vekili tarafından istinaf edilmesi üzerine, Bölge Adliye Mahkemesince "
